Draft_Year,ID.Pick,Round,Round.Pick,Pick,Draft_Franchise,Franchise,Player_Name,Height,Player_Height,Height_Inches,Player_Weight_LBS,Player_College,Player_Birthday
1966,6.4,6,4,54,Hawks,Hawks,Lonnie Wright,6'2'',6.1666642,74,205,Colorado State,1/23/44
1966,6.5,6,5,55,Wizards,Wizards,Jeff Newman,,NA,NA,NA,,
1966,6.6,6,6,56,Kings,Kings,Steve Cunningham,,NA,NA,NA,,
1966,6.7,6,7,57,Lakers,Lakers,Keith Thomas,,NA,NA,NA,,
1966,6.8,6,8,58,Celtics,Celtics,Charlie Hunter,,NA,NA,NA,,
1966,6.9,6,9,59,76ers,76ers,Red Robbins,6'8'',6.666664,80,190,Tennessee,9/30/44
1966,7.1,7,1,60,Knicks,Knicks,Mike Dabich,7'0'',6.9999972,84,242,New Mexico State,12/27/42
1966,7.2,7,2,61,Pistons,Pistons,Ted Manning,,NA,NA,NA,,
1966,7.3,7,3,62,Warriors,Warriors,Lon Hughey,,NA,NA,NA,,
1966,7.4,7,4,63,Hawks,Hawks,Jay Neary,,NA,NA,NA,,
1966,7.5,7,5,64,Wizards,Wizards,Dave Mills,,NA,NA,NA,,
1966,7.6,7,6,65,Kings,Kings,Gary Schull,,NA,NA,NA,,
1966,7.7,7,7,66,Lakers,Lakers,Tab Jackson,,NA,NA,NA,,
1966,7.8,7,8,67,Celtics,Celtics,Jerry Ward,,NA,NA,NA,,
1966,7.9,7,9,68,Bulls,Bulls,John Comeaux,6'5'',6.4166641,77,193,Grambling,9/15/43
1966,8.1,8,1,69,Knicks,Knicks,Mike Silliman,6'6'',6.4999974,78,225,Army,5/5/44
1966,8.2,8,2,70,Pistons,Pistons,George McNeil,,NA,NA,NA,,
1966,8.3,8,3,71,Warriors,Warriors,Ken Washington,,NA,NA,NA,,
1966,8.4,8,4,72,Hawks,Hawks,Brian Williams,,NA,NA,NA,,
1966,8.5,8,5,73,Wizards,Wizards,Roland West,6'4'',6.3333308,76,178,Cincinnati,6/6/44
1966,8.6,8,6,74,Kings,Kings,Ron Krick,,NA,NA,NA,,
1966,8.7,8,7,75,Lakers,Lakers,John Wetzel,6'5'',6.4166641,77,190,Virginia Tech,10/22/44
1966,8.8,8,8,76,Celtics,Celtics,Russ Gumina,,NA,NA,NA,,
1966,8.9,8,9,77,Bulls,Bulls,Stan Curtis,,NA,NA,NA,,
1966,9.1,9,1,78,Knicks,Knicks,Bill Turner,6'7'',6.5833307,79,220,Akron,2/18/44
1966,9.2,9,2,79,Hawks,Hawks,Al Grant,,NA,NA,NA,,
1966,9.3,9,3,80,Wizards,Wizards,Chuck Gardner,6'8'',6.666664,80,205,Colorado,9/30/44
1966,9.4,9,4,81,Kings,Kings,Billy Smith,,NA,NA,NA,,
1966,9.5,9,5,82,Lakers,Lakers,Julian Hammond,6'5'',6.4166641,77,205,Tulsa,5/27/43
1966,9.6,9,6,83,76ers,76ers,Pat Caldwell,,NA,NA,NA,,
1966,9.7,9,7,84,Bulls,Bulls,Gene Summers,,NA,NA,NA,,
1966,10.1,10,1,85,Knicks,Knicks,Rich Moore,,NA,NA,NA,,
1966,10.2,10,2,86,Hawks,Hawks,Don Yates,,NA,NA,NA,,
1966,10.3,10,3,87,Wizards,Wizards,Guy Manning,6'6'',6.4999974,78,195,Prairie View A&M,2/4/44
1966,10.4,10,4,88,Kings,Kings,Freddie Lewis,6'0'',5.9999976,72,175,Arizona State,7/1/43
1966,10.5,10,5,89,Lakers,Lakers,Mike Rooney,,NA,NA,NA,,
1966,10.6,10,6,90,76ers,76ers,Bob Bedell,6'7'',6.5833307,79,205,Stanford,6/26/44
1966,10.7,10,7,91,Bulls,Bulls,Don Swanson,,NA,NA,NA,,
1966,11.1,11,1,92,Knicks,Knicks,Rich Dyer,,NA,NA,NA,,
1966,11.2,11,2,93,Hawks,Hawks,Curt Gammell,,NA,NA,NA,,
1966,11.3,11,3,94,Wizards,Wizards,Stan McKenzie,6'5'',6.4166641,77,195,NYU,10/6/44
1966,11.4,11,4,95,Kings,Kings,RB Lynam,6'1'',6.0833309,73,190,Oklahoma Baptist,1/1/44
1966,11.5,11,5,96,Lakers,Lakers,George Grams,,NA,NA,NA,,
1966,11.6,11,6,97,Bulls,Bulls,Carver Clinton,,NA,NA,NA,,
1966,12.1,12,1,98,Knicks,Knicks,Dave Deutsch,6'1'',6.0833309,73,170,Rochester,5/13/45
1966,12.2,12,2,99,Hawks,Hawks,Lonnie Lynn,6'7'',6.5833307,79,215,Wilberforce,5/24/43
1966,12.3,12,3,100,Wizards,Wizards,Grant Simmons,6'3'',6.2499975,75,190,Nebraska,3/7/43
1966,13.1,13,1,101,Knicks,Knicks,Bob Bennett,,NA,NA,NA,,
1966,13.2,13,2,102,Hawks,Hawks,Nick Aloi,,NA,NA,NA,,
1966,13.3,13,3,103,Wizards,Wizards,Al Lopes,,NA,NA,NA,,
1966,14.1,14,1,104,Hawks,Hawks,Ollie Carter,,NA,NA,NA,,
1966,14.2,14,2,105,Wizards,Wizards,Jim Harter,,NA,NA,NA,,
1966,15.1,15,1,106,Hawks,Hawks,Paul Long,6'2'',6.1666642,74,180,Virginia Tech,2/8/44
1966,15.2,15,2,107,Wizards,Wizards,Howard Bayne,6'6'',6.4999974,78,235,Tennessee,7/28/42
1966,16.1,16,1,108,Hawks,Hawks,Eddie Jackson,,NA,NA,NA,,
1966,16.2,16,2,109,Wizards,Wizards,Ken Barnes,,NA,NA,NA,,
1966,17.1,17,1,110,Wizards,Wizards,Chris Pervall,,NA,NA,NA,,
1966,18.1,18,1,111,Wizards,Wizards,Jerry Trice,,NA,NA,NA,,
1966,19.1,19,1,112,Wizards,Wizards,Gene Visscher,,NA,NA,NA,,
1965,1.1,1,1,1,Warriors,Warriors,Fred Hetzel,6'8'',6.666664,80,220,Davidson,7/21/42
1965,1.2,1,2,2,Knicks,Knicks,Bill Bradley,6'5'',6.4166641,77,205,Princeton,7/28/43
1965,1.3,1,3,3,Pistons,Pistons,Bill Buntin,6'7'',6.5833307,79,250,Michigan,5/5/42
1965,1.4,1,4,4,Warriors,Warriors,Rick Barry,6'7'',6.5833307,79,205,Miami (FL),3/28/44
1965,1.5,1,5,5,Knicks,Knicks,Dave Stallworth,6'7'',6.5833307,79,200,Wichita State,12/20/41
1965,1.6,1,6,6,Wizards,Wizards,Jerry Sloan,6'5'',6.4166641,77,195,Evansville,3/28/42
1965,1.7,1,7,7,76ers,76ers,Bill Cunningham,6'6'',6.4999974,78,210,North Carolina,6/3/43
1965,1.8,1,8,8,Hawks,Hawks,Jim Washington,6'6'',6.4999974,78,210,Villanova,7/1/43
1965,1.9,1,9,9,Kings,Kings,Nate Bowman,6'10'',6.8333306,82,230,Wichita State,3/19/43
1965,1.1,1,1,10,Lakers,Lakers,Gail Goodrich,6'1'',6.0833309,73,170,UCLA,4/23/43
1965,1.11,1,11,11,Celtics,Celtics,Ollie Johnson,,NA,NA,NA,,
1965,2.1,2,1,12,Warriors,Warriors,Wilbert Frazier,6'7'',6.5833307,79,210,Grambling,8/24/42
1965,2.2,2,2,13,Knicks,Knicks,Dick Van Arsdale,6'4'',6.3333308,76,210,Indiana,2/22/43
1965,2.3,2,3,14,Pistons,Pistons,Tom Van Arsdale,6'5'',6.4166641,77,202,Indiana,2/22/43
1965,2.4,2,4,15,Wizards,Wizards,Tal Brody,,NA,NA,NA,,
1965,2.5,2,5,16,76ers,76ers,Jesse Branson,6'7'',6.5833307,79,195,Elon,1/7/42
1965,2.6,2,6,17,Knicks,Knicks,Hal Blevins,,NA,NA,NA,,
1965,2.7,2,7,18,Kings,Kings,Flynn Robinson,6'1'',6.0833309,73,185,Wyoming,4/28/41
1965,2.8,2,8,19,Lakers,Lakers,John Fairchild,6'7'',6.5833307,79,205,Brigham Young,4/28/43
1965,2.9,2,9,20,Celtics,Celtics,Ronnie Watts,6'6'',6.4999974,78,210,Wake Forest,5/21/43
1965,3.1,3,1,21,Warriors,Warriors,Keith Erickson,6'5'',6.4166641,77,195,UCLA,4/19/44
1965,3.2,3,2,22,Knicks,Knicks,Barry Clemens,,NA,NA,NA,,
1965,3.3,3,3,23,Pistons,Pistons,Ron Reed,6'5'',6.4166641,77,205,Notre Dame,11/2/42
1965,3.4,3,4,24,Wizards,Wizards,Joe Newton,,NA,NA,NA,,
1965,3.5,3,5,25,76ers,76ers,Bob Weiss,6'2'',6.1666642,74,180,Penn State,5/7/42
1965,3.6,3,6,26,Hawks,Hawks,Ken McIntyre,,NA,NA,NA,,
1965,3.7,3,7,27,Kings,Kings,Jon McGlocklin,6'5'',6.4166641,77,205,Indiana,6/10/43
1965,3.8,3,8,28,Lakers,Lakers,Jim Caldwell,6'10'',6.8333306,82,240,Georgia Tech,1/28/43
1965,3.9,3,9,29,Celtics,Celtics,Toby Kimball,6'6'',6.4999974,78,220,Connecticut,9/7/42
1965,4.1,4,1,30,Warriors,Warriors,Warren Rustand,,NA,NA,NA,,
1965,4.2,4,2,31,Knicks,Knicks,Larry Lembo,,NA,NA,NA,,
1965,4.3,4,3,32,Pistons,Pistons,Jim King,,NA,NA,NA,,
1965,4.4,4,4,33,Wizards,Wizards,Skip Thoren,6'10'',6.8333306,82,230,Illinois,4/5/43
1965,4.5,4,5,34,76ers,76ers,Henry Finkel,,NA,NA,NA,,
1965,4.6,4,6,35,Hawks,Hawks,Lynn Nance,,NA,NA,NA,,
1965,4.7,4,7,36,Kings,Kings,Bob Love,6'8'',6.666664,80,215,Southern University,12/8/42
1965,4.8,4,8,37,Lakers,Lakers,Brooks Henderson,,NA,NA,NA,,
1965,4.9,4,9,38,Celtics,Celtics,Richie Tarrant,,NA,NA,NA,,
1965,5.1,5,1,39,Warriors,Warriors,Eddie Jackson,,NA,NA,NA,,
1965,5.2,5,2,40,Knicks,Knicks,Steve Nisenson,,NA,NA,NA,,
1965,5.3,5,3,41,Pistons,Pistons,Ted Manning,,NA,NA,NA,,
1965,5.4,5,4,42,Wizards,Wizards,Charles Dinkens,,NA,NA,NA,,
1965,5.5,5,5,43,76ers,76ers,Richie Moore,,NA,NA,NA,,
1965,5.6,5,6,44,Hawks,Hawks,Theodore Werner,,NA,NA,NA,,
1965,5.7,5,7,45,Kings,Kings,Warren Isaac,,NA,NA,NA,,
1965,5.8,5,8,46,Lakers,Lakers,AW Davis,,NA,NA,NA,,
1965,5.9,5,9,47,Celtics,Celtics,Don Davidson,,NA,NA,NA,,
1965,6.1,6,1,48,Warriors,Warriors,Jim Jarvis,6'1'',6.0833309,73,175,Oregon State,3/3/43
1965,6.2,6,2,49,Knicks,Knicks,Warren Davis,6'6'',6.4999974,78,212,North Carolina A&T,6/30/43
1965,6.3,6,3,50,Pistons,Pistons,Barry Smith,,NA,NA,NA,,
1965,6.4,6,4,51,Wizards,Wizards,Lavonne LeFlore,,NA,NA,NA,,
1965,6.5,6,5,52,76ers,76ers,Mitch Edwards,,NA,NA,NA,,
1965,6.6,6,6,53,Hawks,Hawks,John Rambo,,NA,NA,NA,,
1965,6.7,6,7,54,Kings,Kings,Leon Clements,,NA,NA,NA,,
1965,6.8,6,8,55,Lakers,Lakers,Theo Cruz,,NA,NA,NA,,
1965,6.9,6,9,56,Celtics,Celtics,Haskell Tison,,NA,NA,NA,,
1965,7.1,7,1,57,Warriors,Warriors,Dan Wolters,,NA,NA,NA,,
1965,7.2,7,2,58,Knicks,Knicks,Dale Neel,,NA,NA,NA,,
1965,7.3,7,3,59,Wizards,Wizards,Willie Somerset,,NA,NA,NA,,
1965,7.4,7,4,60,76ers,76ers,John Young,,NA,NA,NA,,
1965,7.5,7,5,61,Hawks,Hawks,Terry Kunze,6'4'',6.3333308,76,210,Minnesota,3/11/43
1965,7.6,7,6,62,Kings,Kings,Jeff Gehring,,NA,NA,NA,,
1965,7.7,7,7,63,Lakers,Lakers,Dwayne Cruze,,NA,NA,NA,,
1965,7.8,7,8,64,Celtics,Celtics,George Deehan,,NA,NA,NA,,
1965,8.1,8,1,65,Warriors,Warriors,Willie Cotton,,NA,NA,NA,,
1965,8.2,8,2,66,Knicks,Knicks,Frank Granat,,NA,NA,NA,,
1965,8.3,8,3,67,Wizards,Wizards,Jim Murphy,,NA,NA,NA,,
1965,8.4,8,4,68,76ers,76ers,Bob Barnek,,NA,NA,NA,,
1965,8.5,8,5,69,Hawks,Hawks,Cincy Powell,6'7'',6.5833307,79,220,Portland,2/25/42
1965,8.6,8,6,70,Kings,Kings,Jim Fox,,NA,NA,NA,,
1965,8.7,8,7,71,Lakers,Lakers,George Unseld,,NA,NA,NA,,
1965,9.1,9,1,72,Knicks,Knicks,Jay Neary,,NA,NA,NA,,
1965,9.2,9,2,73,Wizards,Wizards,John Wendelkin,,NA,NA,NA,,
1965,9.3,9,3,74,76ers,76ers,Gene West,,NA,NA,NA,,
1965,9.4,9,4,75,Hawks,Hawks,Leroy Walker,,NA,NA,NA,,
1965,9.5,9,5,76,Kings,Kings,Ron Krick,,NA,NA,NA,,
1965,9.6,9,6,77,Lakers,Lakers,Marlbert Pradd,6'3'',6.2499975,75,170,Dillard,11/17/44
1965,10.1,10,1,78,Knicks,Knicks,Wayne Molis,6'8'',6.666664,80,230,Lewis,4/17/43
1965,10.2,10,2,79,Wizards,Wizards,Bogie Redmon,,NA,NA,NA,,
1965,10.3,10,3,80,76ers,76ers,Dean Church,,NA,NA,NA,,
1965,10.4,10,4,81,Hawks,Hawks,Spencer Carlson,,NA,NA,NA,,
1965,10.5,10,5,82,Kings,Kings,Richie Dec,,NA,NA,NA,,
1965,10.6,10,6,83,Lakers,Lakers,Don Rae,,NA,NA,NA,,
1965,11.1,11,1,84,Knicks,Knicks,Bill Meyer,6'3'',6.2499975,75,195,Hiram Scott,8/30/43
1965,11.2,11,2,85,Wizards,Wizards,Thales McReynolds,6'3'',6.2499975,75,185,Miles,6/8/43
1965,11.3,11,3,86,76ers,76ers,Curt Fromal,,NA,NA,NA,,
1965,11.4,11,4,87,Hawks,Hawks,Weldon Kytle,,NA,NA,NA,,
1965,11.5,11,5,88,Kings,Kings,Dick Maile,,NA,NA,NA,,
1965,11.6,11,6,89,Lakers,Lakers,Bob Andrews,,NA,NA,NA,,
1965,12.1,12,1,90,Knicks,Knicks,Steve Trupin,,NA,NA,NA,,
1965,12.2,12,2,91,Wizards,Wizards,Walt Sahm,,NA,NA,NA,,
1965,12.3,12,3,92,76ers,76ers,Dan Anderson,6'10'',6.8333306,82,230,Augsburg (MN),2/15/43
1965,12.4,12,4,93,Hawks,Hawks,Elton McGriff,6'9'',6.7499973,81,225,Creighton,8/21/42
1965,12.5,12,5,94,Kings,Kings,Robert McCollough,,NA,NA,NA,,
1965,13.1,13,1,95,Knicks,Knicks,Dennis McGovern,,NA,NA,NA,,
1965,13.2,13,2,96,Wizards,Wizards,Joe Ramsey,,NA,NA,NA,,
1965,13.3,13,3,97,76ers,76ers,Rich Parks,,NA,NA,NA,,
1965,13.4,13,4,98,Hawks,Hawks,Mel Northway,,NA,NA,NA,,
1965,13.5,13,5,99,Kings,Kings,Oliver Jones,,NA,NA,NA,,
1965,14.1,14,1,100,Wizards,Wizards,Jerry Rook,6'5'',6.4166641,77,219,Arkansas State,10/27/43
1965,14.2,14,2,101,76ers,76ers,Jack Morgenthal,,NA,NA,NA,,
1965,14.3,14,3,102,Hawks,Hawks,Terry Page,,NA,NA,NA,,
1965,14.4,14,4,103,Kings,Kings,Larry Franks,,NA,NA,NA,,
1965,15.1,15,1,104,Wizards,Wizards,Dave Hicks,,NA,NA,NA,,
1965,15.2,15,2,105,76ers,76ers,James Pitts,,NA,NA,NA,,
1965,15.3,15,3,106,Hawks,Hawks,George Pomey,,NA,NA,NA,,
1965,15.4,15,4,107,Kings,Kings,Ronald Scharf,,NA,NA,NA,,
1965,16.1,16,1,108,Wizards,Wizards,Bunk Adams,,NA,NA,NA,,
1965,16.2,16,2,109,76ers,76ers,Larry Rafferty,,NA,NA,NA,,
1965,16.3,16,3,110,Hawks,Hawks,Bob Tolan,,NA,NA,NA,,
1965,16.4,16,4,111,Kings,Kings,Willie Porter,6'7'',6.5833307,79,205,Tennessee A&I,7/3/42
1965,17.1,17,1,112,Wizards,Wizards,Roger Taylor,,NA,NA,NA,,
1964,1.1,1,1,1,Knicks,Knicks,Jim Barnes,6'8'',6.666664,80,210,Texas Western,4/13/41
1964,1.2,1,2,2,Pistons,Pistons,Joe Caldwell,6'5'',6.4166641,77,195,Arizona State,11/1/41
1964,1.3,1,3,3,Wizards,Wizards,Gary Bradds,6'8'',6.666664,80,210,Ohio State,7/26/42
1964,1.4,1,4,4,76ers,76ers,Lucious Jackson,6'9'',6.7499973,81,240,Pan American,10/31/41
1964,1.5,1,5,5,Lakers,Lakers,Walt Hazzard,6'2'',6.1666642,74,185,UCLA,4/15/42
1964,1.6,1,6,6,Hawks,Hawks,Jeff Mullins,6'4'',6.3333308,76,190,Duke,3/18/42
1964,1.7,1,7,7,Warriors,Warriors,Barry Kramer,6'4'',6.3333308,76,200,NYU,11/10/42
1964,1.8,1,8,8,Kings,Kings,George Wilson,6'8'',6.666664,80,225,Cincinnati,5/9/42
1964,1.9,1,9,9,Celtics,Celtics,Mel Counts,7'0'',6.9999972,84,230,Oregon State,10/16/41
1964,2.1,2,1,10,Knicks,Knicks,Willis Reed,6'9'',6.7499973,81,235,Grambling,6/25/42
1964,2.2,2,2,11,Pistons,Pistons,Les Hunter,6'7'',6.5833307,79,210,Loyola (IL),8/16/42
1964,2.3,2,3,12,Hawks,Hawks,Paul Silas,6'7'',6.5833307,79,220,Creighton,7/12/43
1964,2.4,2,4,13,76ers,76ers,Ira Harge,6'9'',6.7499973,81,225,New Mexico,3/14/41
1964,2.5,2,5,14,Lakers,Lakers,Cotton Nash,6'5'',6.4166641,77,215,Kentucky,7/24/42
1964,2.6,2,6,15,Knicks,Knicks,Howard Komives,6'1'',6.0833309,73,185,Bowling Green,5/9/41
1964,2.7,2,7,16,Warriors,Warriors,Bud Koper,6'6'',6.4999974,78,210,Oklahoma City,8/9/42
1964,2.8,2,8,17,Kings,Kings,Bill Chmielewski,,NA,NA,NA,,
1964,2.9,2,9,18,Celtics,Celtics,Ron Bonham,,NA,NA,NA,,
1964,3.1,3,1,19,Knicks,Knicks,Brian Generalovich,,NA,NA,NA,,
1964,3.2,3,2,20,Pistons,Pistons,Wally Jones,6'2'',6.1666642,74,180,Villanova,2/14/42
1964,3.3,3,3,21,Wizards,Wizards,Jerry Sloan,6'5'',6.4166641,77,195,Evansville,3/28/42
1964,3.4,3,4,22,76ers,76ers,Larry Jones,6'2'',6.1666642,74,180,Toledo,9/22/42
1964,3.5,3,5,23,Lakers,Lakers,Tom Dose,,NA,NA,NA,,
1964,3.6,3,6,24,Hawks,Hawks,Art Becker,6'6'',6.4999974,78,205,Arizona State,1/12/42
1964,3.7,3,7,25,Warriors,Warriors,McCoy McLemore,6'7'',6.5833307,79,230,Drake,4/3/42
1964,3.8,3,8,26,Kings,Kings,Steve Courtin,6'1'',6.0833309,73,188,St. Joseph's (PA),9/21/42
1964,3.9,3,9,27,Celtics,Celtics,John Thompson,6'10'',6.8333306,82,225,Providence,9/2/41
1964,4.1,4,1,28,Knicks,Knicks,Fred Crawford,6'4'',6.3333308,76,189,St. Bonaventure,12/23/41
1964,4.2,4,2,29,Pistons,Pistons,Jim Davis,6'9'',6.7499973,81,225,Colorado,12/18/41
1964,4.3,4,3,30,Wizards,Wizards,Pete Spoden,,NA,NA,NA,,
1964,4.4,4,4,31,76ers,76ers,Frank Corace,,NA,NA,NA,,
1964,4.5,4,5,32,Lakers,Lakers,Henry Finkel,,NA,NA,NA,,
1964,4.6,4,6,33,Hawks,Hawks,Willie Murrell,6'6'',6.4999974,78,225,Kansas State,9/13/41
1964,4.7,4,7,34,Warriors,Warriors,Gene Elmore,,NA,NA,NA,,
1964,4.8,4,8,35,Kings,Kings,Happy Hairston,6'7'',6.5833307,79,225,NYU,5/31/42
1964,4.9,4,9,36,Celtics,Celtics,Joe Strawder,6'10'',6.8333306,82,235,Bradley,9/21/40
1964,5.1,5,1,37,Knicks,Knicks,Tony Gennari,,NA,NA,NA,,
1964,5.2,5,2,38,Pistons,Pistons,Ray Wolford,,NA,NA,NA,,
1964,5.3,5,3,39,Wizards,Wizards,Bennie Lennox,,NA,NA,NA,,
1964,5.4,5,4,40,76ers,76ers,Lou Skurcenski,,NA,NA,NA,,
1964,5.5,5,5,41,Lakers,Lakers,John Savage,,NA,NA,NA,,
1964,5.6,5,6,42,Hawks,Hawks,John Tresvant,6'7'',6.5833307,79,215,Seattle,11/6/39
1964,5.7,5,7,43,Warriors,Warriors,Roger Suttner,,NA,NA,NA,,
1964,5.8,5,8,44,Kings,Kings,George Kirk,,NA,NA,NA,,
1964,5.9,5,9,45,Celtics,Celtics,Nick Werkman,,NA,NA,NA,,
1964,6.1,6,1,46,Knicks,Knicks,Tom Lavelle,,NA,NA,NA,,
1964,6.2,6,2,47,Pistons,Pistons,Larry Phillips,,NA,NA,NA,,
1964,6.3,6,3,48,Wizards,Wizards,Bobby Edmonds,6'6'',6.4999974,78,220,Tennessee State,3/8/41
1964,6.4,6,4,49,76ers,76ers,Ricky Kaminsky,,NA,NA,NA,,
1964,6.5,6,5,50,Lakers,Lakers,Troy Collier,,NA,NA,NA,,
1964,6.6,6,6,51,Hawks,Hawks,Ernest Brock,,NA,NA,NA,,
1964,6.7,6,7,52,Warriors,Warriors,Ray Carey,,NA,NA,NA,,
1964,6.8,6,8,53,Kings,Kings,Al Thresher,,NA,NA,NA,,
1964,6.9,6,9,54,Celtics,Celtics,Levern Tart,,NA,NA,NA,,
1964,7.1,7,1,55,Knicks,Knicks,Emmette Bryant,6'1'',6.0833309,73,175,DePaul,11/4/38
1964,7.2,7,2,56,Pistons,Pistons,Jerry Jackson,,NA,NA,NA,,
1964,7.3,7,3,57,Wizards,Wizards,Ron Miller,,NA,NA,NA,,
1964,7.4,7,4,58,76ers,76ers,Gordon Hatton,,NA,NA,NA,,
1964,7.5,7,5,59,Lakers,Lakers,Steve Anstett,,NA,NA,NA,,
1964,7.6,7,6,60,Hawks,Hawks,Maurice McHartley,6'3'',6.2499975,75,185,North Carolina A&T,8/1/42
1964,7.7,7,7,61,Warriors,Warriors,Dave Lee,6'7'',6.5833307,79,225,San Francisco,3/31/42
1964,7.8,7,8,62,Kings,Kings,Vic Rouse,,NA,NA,NA,,
1964,7.9,7,9,63,Celtics,Celtics,Rich Falk,,NA,NA,NA,,
1964,8.1,8,1,64,Knicks,Knicks,Jim Boutin,,NA,NA,NA,,
1964,8.2,8,2,65,Pistons,Pistons,Ralph Telken,,NA,NA,NA,,
1964,8.3,8,3,66,Wizards,Wizards,Danny Schultz,,NA,NA,NA,,
1964,8.4,8,4,67,76ers,76ers,Bob Pelkington,,NA,NA,NA,,
1964,8.5,8,5,68,Lakers,Lakers,Jay Buckley,,NA,NA,NA,,
1964,8.6,8,6,69,Hawks,Hawks,Kendall Rhine,6'10'',6.8333306,82,230,Rice,2/13/43
1964,8.7,8,7,70,Warriors,Warriors,Bob Garibaldi,,NA,NA,NA,,
1964,8.8,8,8,71,Kings,Kings,Joe Gieger,,NA,NA,NA,,
1964,8.9,8,9,72,Celtics,Celtics,Jeff Blue,,NA,NA,NA,,
1964,9.1,9,1,73,Knicks,Knicks,Jack Brens,,NA,NA,NA,,
1964,9.2,9,2,74,Wizards,Wizards,Tom Black,,NA,NA,NA,,
1964,9.3,9,3,75,76ers,76ers,Jim Brennan,,NA,NA,NA,,
1964,9.4,9,4,76,Hawks,Hawks,Darel Carrier,,NA,NA,NA,,
1964,9.5,9,5,77,Warriors,Warriors,Camden Wail,,NA,NA,NA,,
1964,9.6,9,6,78,Kings,Kings,Scotty Pierce,,NA,NA,NA,,
1964,9.7,9,7,79,Celtics,Celtics,Charles Kelley,,NA,NA,NA,,
1964,10.1,10,1,80,Knicks,Knicks,Jim Christie,,NA,NA,NA,,
1964,10.2,10,2,81,Wizards,Wizards,Bill Kusleika,,NA,NA,NA,,
1964,10.3,10,3,82,76ers,76ers,Wally Briggs,,NA,NA,NA,,
1964,10.4,10,4,83,Hawks,Hawks,Frank Stephens,,NA,NA,NA,,
1964,10.5,10,5,84,Warriors,Warriors,Jeff Cartwright,,NA,NA,NA,,
1964,10.6,10,6,85,Kings,Kings,Bob Neumann,,NA,NA,NA,,
1964,10.7,10,7,86,Celtics,Celtics,Duane Corribeau,,NA,NA,NA,,
1964,11.1,11,1,87,Knicks,Knicks,Dennis Lynch,,NA,NA,NA,,
1964,11.2,11,2,88,Wizards,Wizards,Fred Glover,,NA,NA,NA,,
1964,11.3,11,3,89,76ers,76ers,Thomas Lowry,,NA,NA,NA,,
1964,11.4,11,4,90,Hawks,Hawks,Gerald Govan,6'10'',6.8333306,82,220,St. Mary of the Plains,1/2/42
1964,11.5,11,5,91,Kings,Kings,Jim Reynolds,,NA,NA,NA,,
1964,12.1,12,1,92,Wizards,Wizards,Frank Kamiaski,,NA,NA,NA,,
1964,12.2,12,2,93,76ers,76ers,Julius Myers,,NA,NA,NA,,
1964,12.3,12,3,94,Hawks,Hawks,Warren Sutton,,NA,NA,NA,,
1964,12.4,12,4,95,Kings,Kings,Fred Jones,,NA,NA,NA,,
1964,13.1,13,1,96,Wizards,Wizards,Doug Moon,,NA,NA,NA,,
1964,13.2,13,2,97,Hawks,Hawks,Cecil Tuttle,,NA,NA,NA,,
1964,14.1,14,1,98,Wizards,Wizards,Pete Gent,,NA,NA,NA,,
1964,14.2,14,2,99,Hawks,Hawks,Bill Blair,,NA,NA,NA,,
1964,15.1,15,1,100,Wizards,Wizards,Sandy Williams,,NA,NA,NA,,
1964,15.2,15,2,101,Hawks,Hawks,Al Cech,,NA,NA,NA,,
1963,1.1,1,1,1,Knicks,Knicks,Art Heyman,6'5'',6.4166641,77,205,Duke,6/24/41
1963,1.2,1,2,2,Wizards,Wizards,Rod Thorn,6'4'',6.3333308,76,195,West Virginia,5/23/41
1963,1.3,1,3,3,Warriors,Warriors,Nate Thurmond,6'11'',6.9166639,83,225,Bowling Green,7/25/41
1963,1.4,1,4,4,Pistons,Pistons,Ed Miles,6'4'',6.3333308,76,195,Seattle,7/5/40
1963,1.5,1,5,5,Kings,Kings,Tom Thacker,6'2'',6.1666642,74,170,Cincinnati,11/2/39
1963,1.6,1,6,6,Hawks,Hawks,Gerry Ward,6'4'',6.3333308,76,195,Boston College,9/6/41
1963,1.7,1,7,7,76ers,76ers,Tom Hoover,6'9'',6.7499973,81,230,Villanova,1/23/41
1963,1.8,1,8,8,Lakers,Lakers,Roger Strickland,6'3'',6.2499975,75,175,DePaul,7/11/66
1963,1.9,1,9,9,Celtics,Celtics,Bill Green,,NA,NA,NA,,
1963,2.1,2,1,10,Knicks,Knicks,Jerry Harkness,6'2'',6.1666642,74,175,Loyola (IL),5/7/40
1963,2.2,2,2,11,Wizards,Wizards,Gus Johnson,6'5'',6.4166641,77,230,Idaho,12/13/38
1963,2.3,2,3,12,Warriors,Warriors,Gary Hill,6'4'',6.3333308,76,185,Oklahoma City,10/7/41
1963,2.4,2,4,13,Pistons,Pistons,Jerry Smith,,NA,NA,NA,,
1963,2.5,2,5,14,Lakers,Lakers,Jim King,6'2'',6.1666642,74,175,Tulsa,2/7/41
1963,2.6,2,6,15,Hawks,Hawks,Leland Mitchell,6'4'',6.3333308,76,210,Mississippi State,2/22/41
1963,2.7,2,7,16,76ers,76ers,Hershell West,,NA,NA,NA,,
1963,2.8,2,8,17,Lakers,Lakers,Mel Gibson,6'3'',6.2499975,75,180,Western Carolina,12/30/40
1963,2.9,2,9,18,Hawks,Hawks,Ken Saylors,,NA,NA,NA,,
